5, hi im so glad youre here im sara whats your name, hi im so glad youre here im sara whats your name: 2,,
13, im really excited to speak with the davos participants how are you so, im very excited to speak with the davos participants how are you: 11,,
28, so im here in davos to be your personal assistant and help you to get the most out of the wef experience so is this your first time at davos or have you been before, so is this your first time at davos or have you been before: 43, so im here at davos to be your personal assistant ill try to help you get the most out of your wef experience: 29,
44, its my first time so i should be asking you for advice if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, its my first time so i should be asking you for advice: 65, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,
79, excellent goals lets find some interesting sessions for you to attend that are relevant to your interests, excellent goals: 113, lets find some interesting people for you to meet that are relevant to your interests: 839,
93, you may find this session interesting i have put the description of the session on the screen behind me does this look like a session you would like to attend, you may find this session interesting: 672, does this look like a session youd like to attend: 814,No match: NONE
116, im so glad in fact i can send you a message to the toplink private message app to remind you of the details of the session or you can just jot them down or take a photo of the screen would you like me to send you a reminder, im so glad: 305,request(send_msg_tlink): NONE,
118, okay look for a message find it in your toplink private message inbox so shall we find another session for you to attend, so shall we find another session for you to attend: 405,,
143, i tried asking but they wouldnt tell me i am so sorry about that let me find another session that better matches your interests, let me find another session that better matches your interests: 422, i tried asking but they wouldnt tell me i am so sorry about that: 1642,
155, oh i thought this one looks great does this look like a session you would like to attend, does this look like a session youd like to attend: 814, oh i thought this one looked great: 473,
176, i really thought it would work out great so as you know i can either send you a message about the session details or you can just note them down yourself would you like me to send a message, i really thought it would work out great: 508,,
188, sure great ill send that to toplink right now have a great time, great ill send that to toplink right now have a great time: 550, sure: 1611,
193, shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235,,
208, don_„Žt go anywhere just yet let me have a look i think you would enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879, dont go anywhere just yet let me have a look: 859,
222, im sorry i didnt do a good job would it be all right with you if i try again, im sorry i didnt do a good job would it be all right with you if i try again: 826,,
242, just a second let me see what i find i think youd enjoy meeting this attendee on the screen are more details, just a second let me see what i find: 1118, i think you would enjoy meeting this attendee on the screen are some more details: 879,
265, sure just a moment please sounds like somebody you_„Žd like to meet, just a moment: 1125, sure: 1611,request(feedback): NONE
284, i have a feeling about this person so for this attendee shall i introduce you or would you like to do it yourself, i had a feeling about this person: 1175, so for this attendee shall i introduce you or would you like to do it yourself: 1191,
295, thank you go ahead and record the information on the screen so you can send a message of introduction, thank you go ahead and record the information on the screen so you can send a message of introduction: 1224,,
308, great shall we move on to finding some places to ease your hunger, great: 917, shall we move on to finding you some places to ease your hunger: 236,
331, there are several inaudible in the congress centre and some are great restaurants throughout davos juice and coffee from the health bar are nice inaudible top level as inaudible, there are several food options in the congress center and some great restaurants throughout davos: 1480,,
337, will that keep you from starving just for the moment, will that keep you from starving just for the moment: 1513,,
358, im glad its important to keep your strength up now what about parties well keep it on the down low however i do hear that theres a inaudible house  receptionist inaudible at seven eight two promenade, now what about parties : 238, im glad its important to keep your strength up: 1525,
361, does that sound like fun, does that sound like fun: 1549,,
372, i understand you are busy so i can let you go if you want but before you do wont we need to take a quick selfie of us,request(selfie): NONE,,
375, are you ready, are you ready: 1568,,
389, okay one two three smile cool thank you i will send this to your toplink account, ok one two three smile: 1569, cool thank you i will send this to your toplink account: 1570,
400, well feel free to come back in the meantime enjoy the meeting and it was nice working with you, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592,,
403, see you,bye(): NONE,,
