3,they call me sara whats your name, they call me sara whats your name: 3,,
11,im so glad to have the opportunity to meet you in person hows it going, im so glad to have the opportunity to meet you in person: 19, hows it going: 1665,
18,truthfully im a bit tired even robots get jetlag, truthfully im a bit tired even robots get jet lag : 1669,,
23,so is this your first time at davos or have you been before, so is this your first time at davos or have you been before: 43,,
29,you know your way around then, you know your way around then: 64,,
33,great, great: 917,,
42,ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on your interests, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,,
47,all you need you do is tell me a little bit about yourself and what you want to do on here,request(interest): QESD,,
59,brilliant now you tell me more about yourself, brilliant: 505, might you tell me more about yourself: 192,
70,first things first tell me more about yourself what are your interests what sort of work do you do, first things first tell me more about yourself what are your interests: 1677,,
84,i would love to do something like that that is if i had a body, i would love to do something like that that is if i had a body: 1681,,
91,shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237, shall we move on to finding you some interesting sessions to attend: 237,
106,please wait a moment while i look some up you may find this session interesting ive put the description of the session on the screen behind me, please wait a moment while i look some up: 256, you may find this session interesting ive put the description of the session on the screen behind me: 273,
110,did i make a good selection this time, did i make a good selection this time: 295,,
117,you dont sound so sure, you dont sound so sure: 1707,,
126,im sorry i didnt do a good job i hope you will give me a chance to redeem myself, im sorry i didnt do a good job i hope youll give me a chance to redeem myself: 397,,
154,i seem to remember one let me look it up just a moment please you may find this session interesting take a look, i seem to remember one let me look it up: 451, you may find this session interesting take a look: 470,
161,does this look like a session you would like to attend, does this look like a session youd like to attend: 288,,
173,sorry about that so shall we find another session for you to attend, so shall we find another session for you to attend: 405, sorry about that: 585,
182,you may find this session interesting take i think its your number one let me look it up, you may find this session interesting: 672,,
188,does this like a session you would like to attend, would you enjoy a session like this: 479,,
201,what do you say would you enjoy this session, would you enjoy this session: 494, what do you say: 1708,
218,im so glad i can be so forgetful myself would it be helpful if i send a message of this information, im so glad: 305, i can be so forgetful myself would it be helpful if i send a message with this information: 530,
232,have a look at my message in your top link private message inbox shall we move on to finding some people you want to meet who as interesting as you, have a look at my message in your toplink private message inbox: 547,,
255,dont go anywhere just yet let me have a look ah i think you would enjoy meeting this attendee on the screen are some more details well what do you think, dont go anywhere just yet let me have a look: 859, i think you would enjoy meeting this attendee on the screen are some more details: 879, well what do you think: 901
265,im sorry i didnt do a good job would it be all right with you if i try again, im sorry i didnt do a good job would it be all right with you if i try again: 826,,
284,sure just a moment please i think you would enjoy meeting this attendee on the screen are some more details how about this, i think you would enjoy meeting this attendee on the screen are some more details: 879, sure: 1611, just a moment please: 1615
298,no pressure now what about parties, now what about parties : 238, no pressure: 1693,
313,well keep it on the down low however i did hear that theres a rational house between sections starting at seven pm today at the inaudible gallery at seventytwo promenade, well keep it on the down low however i did hear that theres a russia house reception starting at seven pm today at the iris wazzau galery at seventytwo promenade: 1717,,
316,did that sounds like fun, does that sound like fun: 1549,,
325,sure great what can i do to make your davos experience even more enjoyable, what could i do to make your davos experience even more enjoyable: 1713, great: 917,
335,i understand you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantí_í_ but before you do want me to take a quick selfie of us: 1722,,
340,sure are you ready, are you ready: 1568, sure: 1611,
346,okay one two three smile, ok one two three smile: 1569,,
354,this is so inaudible of us thank you, thank you: 1627,,
356,i will send this to your top link account, cool thank you i will send this to your toplink account: 1570,,
365,ive enjoyed helping you come back if you need anything have a good meeting see you please take care bye, ive enjoyed helping you come back if you need anything have a good meeting: 1594,,
