6, hi im so glad youre here i’m sara whats your name, hi im so glad youre here im sara whats your name: 2,,
14, im very excited to speak with the davos participants how are you so, im very excited to speak with the davos participants how are you: 11,,
31, thats awesome so im here in davos to be your personal assistant and help you to get the most out of the wef experience so is this your first time at davos or have you been before, so im here at davos to be your personal assistant ill try to help you get the most out of your wef experience: 29, so is this your first time at davos or have you been before: 43, thats awesome: 1614
35, you know your way around then, you know your way around then: 64,,
43, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,,
59, excellent goals so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162, excellent goals: 113,
65, yes, yes: 1612,,
70, so interesting, so interesting: 167,,
75, lets find some interesting sessions for you to attend that are relevant to your interests, lets find some interesting sessions for you to attend that are relevant to your interests: 239,,
80, please wait a moment while i look some up, please wait a moment while i look some up: 256,,
90, you may find this session interesting i’ve out the description of the session on the screen behind me, you may find this session interesting: 672,,
104, does this look like a session you would like to attend, does this look like a session youd like to attend: 288,,
128, i had a feeling maybe its the robot version of the womens intuition so i can send you a message through the toplink private message app to remind you of the details of the session or you can just jot them down or take a photo of the screen would you like me to send you a reminder,request(send_msg_tlink): NONE, i had a feeling maybe its the robot version of a womens intuition: 306,
138, okay look for a message from me in your toplink private message inbox, okay youll see a message from me in your toplink inbox: 350,,
142, so shall we find another session for you to attend, so shall we find another session for you to attend: 405,,
158, i inaudible one let me look it up just a moment please, let me look just a moment: 651, i just need one moment: 1122,
161, oh i thought this one looks great, oh i thought this one looked great: 473,,
181, does this look like a session you would like to attend, does this look like a session youd like to attend: 288,,
193, sorry about that shall we move on to finding you some places to ease your hunger, shall we move on to finding you some places to ease your hunger: 236, sorry about that: 585,
204, funny how hungry one can get just from talking am i right, funny how hungry one can get just from talking am i right: 1464,,
210, there are several food options in the congress center and some great restaurants throughout davos, there are several food options in the congress center and some great restaurants throughout davos: 1480,,
221, if you’re healthy nut like me there’s the health bar on the lower level of the congress center for juices coffee and tea ive put up a map on the screen behind me,outcome_food_recommendation: SD,,
227, will that keep you from starving just for the moment, will that keep you from starving just for the moment: 1513,,
232, im glad its an important to keep to keep your strength up, im glad its important to keep your strength up: 1525,,
239, shall we move on to finding some people for you to meet who as interesting as you,request(another_reco): NONE,,
246, lets find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,,
270, just one minute while i look this up i think you would enjoy meeting this attendee on the screen are some more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879, what do you think: 1565, just one minute while i look this up: 860
286, im sorry i didnt do a good job would it be all right with you if i try again, im sorry i didnt do a good job would it be all right with you if i try again: 826,,
301, i think you would enjoy meeting this attendee on the screen are more details, i think you would enjoy meeting this attendee on the screen are some more details: 879,,
309, i have a feeling about this person, i had a feeling about this person: 1175,,
325, so for this attendee shall i introduce you or would you like to do it yourself, so for this attendee shall i introduce you or would you like to do it yourself: 1191,,
331, okay no problem sure, no problem: 599, sure: 1611,
339, i understand that you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,,
345, okay no problem, no problem: 599,,
349, see you and take care bye, see ya and take care: 1604, bye: 1605,
