4, hi i am so glad you_„Žre here i am sara what_„Žs your name,greeting: SD,,
8, it_„Žs a pleasure to meet you,greeting: NONE,,
9, how are you today,greeting: NONE,,
19, to be honest i am a little overwhelmed it_„Žs my first time here what about you, to be honest im a little overwhelmed : 1668, its my first time here what about you: 45,
29, yes wow you must be a global rock star to be invited so many times, wow you must be a global rockstar to be invited so many times: 72,,
37, so i think i should help people get the most out of davos but the truth is that i feel a little nervous,introduct(): SD,,
45, i_„Žve been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,,
52, inaudible just tell me a little bit about yourself and what you want to do on here,request(interest): NONE,,
70, sure well i_„Žm not sure i have the capabilities to help you with that i can however recommend some people for you to meet and some good sessions to attend, sure: 1611,introduce(): NONE,
76, so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,,
88, yes i can suggest and find some interesting people who do similar work for you to meet, i can suggest and find some interesting people who do similar work for you to meet: 840, yes: 1612,
95, i think you would enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879,,
98, well what do you think, well what do you think: 901,,
101, sure, sure: 1611,,
118, i know i would want an introduction but everyone is different i can either send a message on your behalf suggesting a meeting or i can give you the information and you can set up the meeting yourself,request(send_msg_tlink): SD,,
120, would you like me to send the message,request(send_msg_tlink): SD,,
138, sure just a moment please there are details on this screen about inaudible i feel you share some interests, just a moment please: 1615, sure: 1611, there are details on the screen about personname i feel you share some interests: 884
144, what do you think sure, what do you think: 911, sure: 1611,
156, great i understand you are busy so i can let you go if you want,request(selfie): NONE,,
160, but before you do want me to take a quick selfie of us,request(selfie): NONE,,
165, are you ready, are you ready: 1568,,
171, okay one two three smile, ok one two three smile: 1569,,
179, this is inaudible,take_selfie(): NONE,,
184, thank you i will send inaudible account bye, bye: 1605,,
