6, hi i am so glad you’re here i am sara what’s your name,greeting(): SD,,,
13, it’s so great to be surrounded by such interesting people how’s it going, its so great to be surrounded by such interesting people: 12,,,
30, so i’ve been asked to help people get the most out of davos but the truth is that i feel a little nervous it’s my first time here what about you, so ive been asked to help people get the most out of davos but the truth is that i feel a little nervous: 24, its my first time here what about you: 45,,
37, i’m finding it a bit overwhelming i imagine that you are too, im finding it a bit overwhelming i imagine that you are too: 55,,,
44, if you wouldn’t mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,,,
68, oh yes that makes sense so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162, oh yes that makes sense: 114,,
96, i’d love to do something like that let’s find some interesting sessions for you to attend that are relevant to your interests wait just a second while i look around my search capabilities are a little slow you may find this session interesting i have put the description of the session on the screen behind me, wait just a second while i look one up my search capabilities are a little slow: 257, id love to do something like that: 169, lets find some interesting sessions for you to attend that are relevant to your interests: 239, you may find this session interesting take a look: 470
101, does this look a session you’d like to attend, does this look like a session youd like to attend: 288,,,
128, sure just a moment please is that helpful at all for you, is that helpful at all for you: 289, just a moment: 1125, sure: 1611,
142, i had a feeling maybe it’s the robot version of a woman’s intuition, i had a feeling maybe its the robot version of a womens intuition: 306,,,
156, so i can send a message through top link private message app to remind of the details of this session or you can just jot them down or take a photo of the screen would you like me to send you a reminder,request(send_msg_tlink): NONE,,,
168, it’s on all week, im on it: 1066,,,
177, look for a message from me in your top link private message inbox, ok look for a message from me in your toplink private message inbox: 341,,,
185, shall we move on to finding you some people to meet who are as interesting as you,request(another_reco): PR,,,
199, don’t go anywhere just yet let me have a look well what do you think, dont go anywhere just yet let me have a look: 859, well what do you think: 901,,
230, lovely so i can do one of two things i can send a message to the attendee introducing you or i can give you information and you can reach out yourself would you like me to send a message introducing you, lovely: 918,request(send_msg_tlink): NONE,,
244, okay no problem i understand that you’re busy so i can let you go if you want but before you go do you want me to take a quick selfie of us, no problem: 599,request(selfie): NONE,,
247, are you ready, are you ready: 1568,,,
258, okay one two three smile take a look at your top link inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572, ok one two three smile: 1569,,
262, well feel free to come back,farewell: NONE,,,
