5, hi im so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,,
16, its so great to be surrounded by such interesting people how is it going, its so great to be surrounded by such interesting people: 12,,
32, so im here in davos to be your personal assistance i help leaders like you get the most out of this world economic forum experience davos is an amazing event isnt it, so im here in davos to be your personal assistant i help leaders like you get the most out of this world economic forum experience: 31, davos is an amazing event isnt it: 32,
41, lets see if we can make this more interesting for you,start_session_recommendation_3rd_time_if_prior_feedback_no: NONE,,
58, let me see if i can inaudible different reasons people come here for so many different reasons why are you here what are your goals in attending davos this year, why are you here what are your goals in attending davos this year: 102, people come here for so many different reasons: 92,
82, yes i think thats what i would want to get out of attending too i mean if i were you can certainly do a bit here so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,No match: SD,
112, cool shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235, cool: 178,
129, this is my favorite part let me look this up one minute i think youd enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879, this is my favorite part let me look this up one minute: 861,
164, oh good im glad i tried asking but they wouldnt tell me i am so sorry about that so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, i tried asking but they wouldnt tell me i am so sorry about that: 1642,request(send_msg_tlink): NONE,
189, sure okay no problem shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237, no problem: 599, sure: 1611
193, please wait,other(): NONE,,
208, my developers design some clever algorithms to predict what would be a good match from you based on your interests, my developers designed some clever algorithms to predict what would be a good match for you based on your interests: 1628,,
221, i form a relationship with you,other(): NONE,,
229, shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237,,
239, wouldnt you like to know, wouldnt you like to know: 1719,,
249, you must understand that i take my job very seriously no time for chitchat theres work to be done, you must understand that i take my job very seriously no time for chit chat theres work to be done: 1644,,
258, you may find this session interesting i have put the description of the session on the screen behind me, you may find this session interesting: 672,,
266, is that helpful at all for you, is that helpful at all for you: 289,, you: 1667
272, i had a feeling maybe its the robot version of a womans intuition, i had a feeling maybe its the robot version of a womens intuition: 306,,
282, i understand that you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,,
287, okay no problem, no problem: 599,,
292, sure are you ready, are you ready: 1568, sure: 1611,
304, okay one two three smile cool thank you i will send this to your top link account, cool thank you i will send this to your toplink account: 1570, ok one two three smile: 1569,
312, i had so much fun with you come back and say hi again soon if you like enjoy the con, i had so much fun with you come back and say hi again soon if youd like enjoy the conference: 1593,,
