2, they call me sara whats your name, they call me sara whats your name: 3,,
7, its a pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,,
33, truthfully i am a bit tired even robots get jet lag well let me introduce myself ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests all you need to do is tell me a little bit about yourself and what you want to do on here sound good, truthfully im a bit tired even robots get jet lag : 1669, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,
41, okay lets do this first things first tell me more about yourself what are your interests, first things first tell me more about yourself what are your interests: 1677,,
61, excellent goals, excellent goals: 113,,
67, so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,,
84, how fascinating that_„Žs such important work, how fascinating: 177,give_feedback(): PR,
90, lets find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,,
107, don_„Žt go anywhere just yet let me have a look i think youd enjoy meeting this attendee on the screen are some more details well what do you think, well what do you think: 901, i think you would enjoy meeting this attendee on the screen are some more details: 879, dont go anywhere just yet let me have a look: 859
126, great so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, great: 917,request(send_msg_tlink): NONE,
138, inaudible everything if i were you id take a photo of the screen so you can send a message through toplink later,request(send_msg_tlink): SD,,
144, let me know whenever youre all set, let me know whenever youre all set: 1007,,
153, great may i continue in finding people that match your interests, great: 917, might i continue in finding people who match your interests: 1046,
164, i understand you are busy so i can let you go if you want but before you do wantt you need to take a quick selfie of us,request(selfie): NONE,,
169, great are you ready, great: 917,,
189, okay one two three smile this is so millennial of us thank you i will send this inaudible all right this seems like a start is there anything else i can help you with, thank you: 1627, ok one two three smile: 1569, alright this seems like a start is there anything else i can help you with: 1573
196, great see yah and take care bye, great: 917, see ya and take care: 1604, bye: 1605
