4, hi i_验m so glad you_验re here i_验m sara what_验s your name,greeting(): NONE,,
12, i_验m very excited to speak with a davos participant how are you,greeting(): SD,,
29, truthfully i_验m a bit tired even robots get jetlag_裚 useri can imagine so i_验ve been asked to help people get the most out of davos but the truth is that i feel a little nervous it_验s my first time here what about you,No match: NONE, so ive been asked to help people get the most out of davos but the truth is that i feel a little nervous: 24, its my first time here what about you: 45
43, that_验s great i_验m looking forward to working with a davos insider like you if you wouldn_验t mind sharing your goals inaudible for davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91, thats great im looking forward to working with a davos insider like you: 73,
62, nice goals and with some help you should be able to achieve them so you know about my job can you tell me a little bit about your work, nice goals and with some help you should be able to achieve them: 117, so you know about my job can you tell me a little bit about your work: 162,
76, i_验d love to do something like that, id love to do something like that: 169,,
92, a team of researchers working in a university in pittsburgh in the united states i am from carnegie mellon university in pittsburgh in the united states, i am from carnegie mellon university in pittsburgh in the united states: 1631,,
105, i was born in june 2016 but i_验m mature for my age shall we move on to finding some people to meet who are as interesting as you, i was born in june 2016 but im mature for my age: 1630, shall we move on to finding some people for you to meet who are as interesting as you: 235,
123, this is my favorite part let me look this up one minute i think you_验d enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879, this is my favorite part let me look this up one minute: 861,
129, sound like somebody you might like to meet,request(feedback): NONE,,
132, great, great: 917,,
150, sure so i can do one of two things i can send a message to the attendee introducing you or i can give you information and you can reach out yourself would you like me to send a message introducing you, sure: 1611,No match: NONE,
165, it can be hard to keep track of information on the go you might want to take a photo of the screen so you can send inaudible a message through the private message function in toplink later,request(send_msg_tlink): SD,,
169, find some other people that match your interests, shall i find some other people who match your interests: 1035,,
173, okay, thats okay: 807,,
178, sure, sure: 1611,,
184, they_验re great, great: 917,,
201, ah ah now that_验s something really philosophical i_验m taking it slow maybe i_验ll be able to answer that someday, now thats something really philosophical im taking it slow maybe ill be able to answer that someday: 1661,,
210, i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you want誣誣 but before you do want me to take a quick selfie of us: 1722,,
213, are you ready, are you ready: 1568, you: 1667,
226, okay one two three smile take a look at your toplink inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572, ok one two three smile: 1569,
233, well feel free to come back in the meantime enjoy the meeting and it was nice working with you, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592, enjoy: 1725,
237, bye, bye: 1605,,
