5, hi i_„Žm sarah it_„Žs such a pleasure to meet you may i ask your name,greeting: ASN,,,
10, how is it going, hows it going: 1665,,,
33, great well let me introduce myself i_„Žve been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests all you need to do is me a little bit about yourself and what you want to do on here, great: 917, well let me introduce myself: 1670, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,
71, brilliant oh wow my daughter would love that job let_„Žs start by finding some interesting people for you to meet that are relevant to your interests don_„Žt go anywhere just yet let me have a look, oh wow my daughter would love that job: 170, brilliant: 505, lets start by finding some interesting people for you to meet that are relevant to your interests: 841, dont go anywhere just yet let me have a look: 859
85, i_„Žm wondering if you would be inaudible attendee i think you two would really get along more details are on the screen behind me well what do you think, well what do you think: 901,inform(info): NONE,,
104, excellent here_„Žs the information if you_„Žd like send a message yourself i find sending the first message is inaudible stressful if you do too would you like me to send the message for you, excellent: 928,request(send_msg_tlink): SD,,
126, thank you then please just feel free to write down or take a photo of the information on the screen let me know when you are all set, thank you then please just feel free to note down or take a photo of the information on the screen: 988,,,
143, great may i continue in finding people that match your interests, great: 917, might i continue in finding people who match your interests: 1046,,
162, just a second let me see what i find okay i_„Žm feeling good about this recommendation details are on the screen how_„Žd i do, just a second let me see what i find: 1118, okay im feeling good about this recommendation details are on the screen: 1138,,
202, i must have switched up the results let me get you a different person just a moment please here_„Žs someone i think you might like, i must have switched up the results let me get you a different person: 1248, just a moment please: 1615,request(feedback): SD,
209, brilliant, brilliant: 505,,,
225, sorry about that, sorry about that: 585,,,
235, i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantÍ_Í_ but before you do want me to take a quick selfie of us: 1722,,,
241, great are you ready, great: 917, are you ready: 1568,,
257, okay one two three smile this is sarah inaudible thank you_„_ userthank you sarah_„_  i will send this to your toplink account, ok one two three smile: 1569, cool thank you i will send this to your toplink account: 1570,,
264, anytime i enjoyed the meeting and it was nice working with you,farewell: NONE,,,
268, see you and take care bye, bye: 1605, see ya and take care: 1604,,
