6, i am sara its my pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,No match: SD,,
16, to be honest im a little overwhelmed its my first time here what about you, its my first time here what about you: 45, to be honest im a little overwhelmed : 1668,,
22, i hope youre not finding it too overwhelming so far, i hope youre not finding it too overwhelming so far: 54,,,
34, great if you wouldnt mind sharing you goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91, great: 917,,
54, amazing the sessions here are so diverse so interesting, the sessions here are so diverse: 151, so interesting: 167, amazing: 1617,
65, lets make this as easy as possible what five words best describe your interests, lets make this as easy as possible what five words best describe your interests: 1679,,,
79, sorry inaudible what i said was lets make this as easy as possible what five words best describe your interests, lets make this as easy as possible what five words best describe your interests: 1679, what i said was: 1651,,
108, you fit right in lets find some interesting sessions for you to attend that are relevant to your interests, lets find some interesting sessions for you to attend that are relevant to your interests: 239, you fit right in: 168,,
120, please wait a moment while i look some up you may find this session interesting i’ve put the description of the session on the screen behind me, please wait a moment while i look some up: 256,inform(info): NONE,,
130, did i inaudible a great choice,request(feedback): VSN,,,
135, you dont sound so sure, you dont sound so sure: 1707,,,
145, im sorry i didnt do a good job i hope you will give me a chance to redeem myself, im sorry i didnt do a good job i hope youll give me a chance to redeem myself: 397,,,
150, i seem to remember one let me look it up, i seem to remember one let me look it up: 451,,,
159, just a moment please, just a moment please: 1615,,,
179, you may find this session interesting ive put the description of the session on the screen behind me, you may find this session interesting ive put the description of the session on the screen behind me: 273,,,
188, yes im so good at this, yes im so good at this: 1694,,,
199, thanks lets find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,,,
205, dont go anywhere just yet let me have a look, dont go anywhere just yet let me have a look: 859,,,
223, i think you would enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879,,,
229, what do you think, what do you think: 1552,,,
249, great so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, great: 917,request(send_msg_tlink): NONE,,
263, okay i know i always forget details like this maybe you could take a photo of the information on the screen so that you can send a message yourself, okay i know i always forget details like this maybe you could take a photo of the information on the screen so that you can send a message yourself: 991,,,
269, let me know whenever youre all set, let me know whenever youre all set: 1007,,,
304, great i can do better let me try again i think you would enjoy meeting with this attendee on the screen are more details what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879, well what do you think: 901, i can do better let me try again: 1103, great: 1296
318, sure just a moment please, just a moment please: 1615, sure: 1611,,
336, i think you would enjoy meeting this attendee on the screen are more details looks interesting, i think you would enjoy meeting this attendee on the screen are some more details: 879, looks interesting: 1699,,
340, great, great: 917,,,
346, want to know a secret, want to know a secret: 1714,,,
360, well keep it on the down low however i did hear that there’s a russia house reception starting at seven pm today inaudible at promenade, well keep it on the down low however i did hear that theres a russia house reception starting at seven pm today at the iris wazzau galery at seventy two promenade: 1547,,,
366, what can i do to make your davos experience even more enjoyable, what could i do to make your davos experience even more enjoyable: 1713,,,
377, i understand you’re busy so i can let you go if you want but before you do won’t we need to take a quick selfie of us,request(selfie): NONE,,,
382, great are you ready, are you ready: 1568, great: 917,,
394, okay one two three smile cool thank you, ok one two three smile: 1569,,,
396, i will send this to your toplink account, cool thank you i will send this to your toplink account: 1570,,,
399, well feel free to come back,farewell: NONE,,,
404, in the meantime enjoy the meeting and it was nice working with you,farewell: NONE, enjoy: 1725,,
409, see you and take care bye, see ya and take care: 1604, bye: 1605,,
