8, hi im so glad youre here im sara whats your name, hi im so glad youre here im sara whats your name: 2,,
15, im very excited to speak with the davos participants how are you, im very excited to speak with the davos participants how are you: 11,,
27, im in davos to assist attendees but to be honest i’m a little anxious about it its my first time here what about you, im in davos to assist attendees but to be honest im a little anxious about it: 23, its my first time here what about you: 45,
42, wow you must be a global rock star to be invited so many times if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91, wow you must be a global rockstar to be invited so many times: 72,
57, oh yes that makes sense so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162, oh yes that makes sense: 114,
72, thats such important work shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237, thats such important work: 176,
82, you may find this session interesting i’ve put the description of the session on the screen behind me, you may find this session interesting: 672,,
87, does this look like a session you would like to attend, does this look like a session youd like to attend: 288,,
97, i had a feeling maybe its the robot version of a womans intuition, i had a feeling maybe its the robot version of a womens intuition: 306,,
112, so i can send a message through the toplink private message app to remind you of the details of the session or you can just jot them down or take a photo of the screen would you like me to send you a reminder,request(send_msg_tlink): SD,,
123, okay no problem shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235,,
140, dont go anywhere just yet let me have a look i wonder if you would know this attendee i think you two would really get along more details are on the screen behind me, i wonder if youve met this attendee i think you two would really get along more details are on the screen behind me: 880, dont go anywhere just yet let me have a look: 859,
172, lovely lets find someone who dont know you just wait a minute while i look this up i think you would enjoy meeting this attendee on the screen are some more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879, lovely: 918, well what do you think: 905
199, great so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, great: 917,request(send_msg_tlink): NONE,
205, sure, sure: 1611,,
208, no pressure, no pressure: 1693,,
218, okay you can expect the message from me in your toplink private message inbox introducing the two of you,send_msg(): NONE,,
222, shall i find some other people who match your interests, shall i find some other people who match your interests: 1035,,
236, great i really enjoy doing this i think you would enjoy meeting this attendee on the screen are more details, i think you would enjoy meeting this attendee on the screen are some more details: 879, great i really enjoy doing this: 1055,
252, okay no problem shall we move on to find you some places to ease your hunger, shall we move on to finding you some places to ease your hunger: 236, no problem: 599,
258, shall we move on to find you interesting places to ease your hunger, shall we move on to finding you some places to ease your hunger: 236,,
273, there are several food options in the congress centre and some great restaurants throughout davos theres an unofficial lunch at twelve thirty in the main lobby but you didnt hear that from me, theres an unofficial lunch at twelve thirty in the main lobby but you didnt hear that from me : 1718, there are several food options in the congress center and some great restaurants throughout davos: 1480,
278, will that keep you from starving just for the moment, will that keep you from starving just for the moment: 1513,,
289, im glad its important to keep your strength…go if you want but before you do won’t we need to take a quick selfie of us i understand you are…,request(selfie): NONE,,
294, are you ready, are you ready: 1568,,
313, okay one two three smile this is so inaudible of us thank you i will send this to your toplink account all right this seems like a start is there anything else i can help you with, this is so millenial of us thank you i will send this to your toplink account: 1571, alright this seems like a start is there anything else i can help you with: 1573, ok one two three smile: 1569
322, well feel free to come back in the meantime enjoy the meeting and it was nice working with you, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592,,
325, see you and take,bye(): NONE,,
