5,hi im so glad youre here im sara whats your name, hi im so glad youre here im sara whats your name: 2,hi im sara whats your name: 0,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,im sara: 1
12,im very excited to speak with the davos participants how are you, im very excited to speak with the davos participants how are you: 11,you: 1667
24,im in davos to assist attendees but to be honest i am a little anxious about it its my first time here what about you, im in davos to assist attendees but to be honest im a little anxious about it: 23,its my first time here what about you: 45,to be honest im a little overwhelmed : 1668,you: 1667
37,im finding it a bit overwhelming i imagine that you are too if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,im finding it a bit overwhelming i imagine that you are too: 55,would this help you achieve your goals: 709,are you willing to try it: 499,are you willing to try it: 704,mind if i try it again: 832,mind if i try it again: 982,mind if i try it again: 1088,mind if i try it again: 1269,mind if i try again: 401,you: 1667
46,im always interested in learning why people attend what are your goals for this trip, im always interested in learning why people attend what are your goals for this trip: 104
66,excellent goals so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,can you tell me about your job: 164,excellent goals: 113,excellent: 928,you: 1667
97,thats really intriguing lets find some interesting sessions for you to attend that are relevant to your interests wait just a second while i look one up my search capabilities are a little slow does this look like a session you would like to attend, wait just a second while i look one up my search capabilities are a little slow: 257,lets find some interesting sessions for you to attend that are relevant to your interests: 239,lets find some interesting people for you to meet that are relevant to your interests: 839,lets find options for sessions you would like to attend: 251,does this look like a session youd like to attend: 288,does this look like a session youd like to attend: 486,does this look like a session youd like to attend: 690,does this look like a session youd like to attend: 814,would you like to sign up for this session: 301,would you find a session like this interesting: 681,just one minute while i look this up: 860,would you enjoy a session like this: 479,would you like to try this session: 498,one moment while i look this up: 1119,one moment while i look this up: 1338,just a second while i look: 868,just a minute while i search: 267,you may find this session interesting: 672,one second while i look: 872,would you enjoy this session: 494,thats really intriguing: 175,just a second: 1124,just a second: 1343,just a second: 1345,you: 1667,really: 1730
125,im so glad in fact i can send you a message to the toplink private message app to remind you of the details of this session or you can just jot them down or take a photo of the screen would you like me to send you a reminder, would you like me to send you a message about this session: 743,want me to send you a toplink message with the session details: 1688,great im so glad i could send you a message: 565,would you enjoy a session like this: 479,would you like to try this session: 498,would you enjoy this session: 494,im so glad you approve: 932,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,you: 1667
138,okay sending the message to toplink now inaudible for special administrative powers so shall we find another session for you to attend, so shall we find another session for you to attend: 405,so shall we find another session for you to attend: 606,you: 1667
164,i think i remember one that matches your quirky personality you may find this session interesting take a look would you enjoy this session, i think i remember one that matches your quirky personality: 456,i think i remember one that matches your quirky personality: 458,i think i remember one that matches your quirky personality: 656,you may find this session interesting take a look: 470,would you find a session like this interesting: 681,would you enjoy a session like this: 479,you may find this session interesting: 672,would you enjoy this session: 494,you: 1667,enjoy: 1725
180,brilliant so as you know i can either send you a message about the session details or you could just note them down yourself would you like me to send you a message, would you like me to send you a message about this session: 743,wouldnt you like to know: 1719,brilliant: 505,brilliant: 1616,you: 1667
195,have a look at my message in your toplink private message inbox shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235,have a look at my message in your toplink private message inbox: 547,you: 1667
206,okay no problem shall we move on to finding interesting places to ease your hunger, no problem: 599
232,there are several food options in the congress centre and some great restaurants throughout davos if you’re a health nut like me there’s the health bar on the lower level of the congress centre for juices coffee and tea ive printed the map on the screen behind me i bet those pastries will be amazing are you okay for now, there are several food options in the congress center and some great restaurants throughout davos: 1480,i bet those pastries will be amazing are you okay for now: 1515,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,amazing: 1617,you: 1667
248,oh good i am always grumpy if i dont get a snack around i understand you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,if you want we can take a selfie sound good: 1567,i understand dont let me stop you: 1092,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,good: 124,good: 931,you: 1667
263,are you ready okay one two three smile take a look at your toplink inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572,ok one two three smile: 1569,are you ready: 1568,you: 1667
269,all right this seems like a start is there anything else i can help you with, alright this seems like a start is there anything else i can help you with: 1573,you: 1667
279,well enjoy the conference if im not allowed to attend with these sessions someone else ought to be, well enjoy the conference if im not allowed to attend any of these sessions someone else ought to be: 1601,well enjoy the conference if im not allowed to attend any of these sessions someone else ought to be: 1603,enjoy: 1725
282,see you and take care, see ya and take care: 1604,you: 1667
283,bye, bye: 1605
