6,i am sara it’s a pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,you: 1667
30,great well let me introduce myself i’ve been asked to play match maker by helping attendees find sessions to attend and people to meet based on their interests all you need to do is tell me a little bit about yourself and what you want to do on here sound good, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,well let me introduce myself: 1670,well what do you think: 901,well what do you think: 905,sound good: 1674,good: 124,great: 917,great: 930,good: 931,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
39,okay let’s do this first things first tell me more about yourself what are your interests, first things first tell me more about yourself what are your interests: 1677
48,so interesting what sort of work do you do, what sort of work do you do: 1678,so what do you think: 1375,so interesting: 167,you: 1667
75,how fascinating i would love to do something like that is if i had a body let’s find some interesting sessions for you to attend that are relevant to your interests, lets find some interesting sessions for you to attend that are relevant to your interests: 239,i would love to do something like that that is if i had a body: 1681,lets find options for sessions you would like to attend: 251,id love to do something like that: 169,id love to do something like that: 212,how interesting: 174,how fascinating: 177,how interesting: 215,how fascinating: 1618,how fascinating: 1682,you: 1667
94,please wait a moment while i look some up just a moment please, please wait a moment while i look some up: 256,just a second while i look: 868,just a moment please: 1615,just a moment: 1125
115,you may find this session interesting i have put the description of the session on the screen behind me what do you think, you may find this session interesting: 672,well what do you think: 901,well what do you think: 905,so what do you think: 1375,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667
131,yes i am so good at this laughing so shall we find another session for you to attend, so shall we find another session for you to attend: 405,so shall we find another session for you to attend: 606,i am so great at this: 312,yes im so good at this: 1694,im so good at this: 923,im so good at this: 1178,im so good at this: 1390,good: 124,good: 931,yes: 1612,you: 1667
182,i seem to remember one let me look it up look at me falling asleep on the job sorry about that back on track then very good just a moment please shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235,i seem to remember one just a moment while i look it up: 452,look at me falling asleep on the job sorry about that: 1654,i seem to remember one let me look it up: 451,please allow me a moment to look: 874,let me look just a moment: 651,back on track then very good: 1663,let me look just a second: 649,lets move on shall we please: 1638,sorry for the mix up: 404,sorry for the mix up: 830,sorry for the mix up: 979,sorry for the mix up: 1073,i just need one moment: 1122,sorry for the mix up: 1267,i just need one moment: 1341,just a moment please: 1615,sorry about that: 585,sorry about that: 1016,just a moment: 1125,sorry about that: 1606,good: 124,good: 931,you: 1667
223,don’t go anywhere just yet let me have a look sorry about that i seem to be experience a bit of trouble in my search, dont go anywhere just yet let me have a look: 859,let me look just a second: 649,let me look just a moment: 651,sorry about that: 585,sorry about that: 1016,sorry about that: 1606
233,i understand you’re busy so i’ll let you go if you want but before i do want me to take a quick selfie of us, i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
238,great, great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613
241,are you ready, are you ready: 1568,you: 1667
256,okay one two three smile cool thank you i will send this to your top link account, cool thank you i will send this to your toplink account: 1570,ok one two three smile: 1569,thank you: 1627,cool: 178,cool: 217,you: 1667
260,see you and take care bye, see ya and take care: 1604,bye: 1605,you: 1667
