3,they call me sara whats your name, they call me sara whats your name: 3
22,thank you for allowing me to be your personal assistant so ive been asked to help people get the most of out of davos but the truth is that i feel a little nervous its my first time here what about you, so ive been asked to help people get the most out of davos but the truth is that i feel a little nervous: 24,thank you for allowing me to be your personal assistant: 20,its my first time here what about you: 45,thank you i feel so appreciated: 309,so what brings you here: 193,help people like you out : 1680,thank you: 1627,you: 1667
38,well wow what an honor that you are spending your precious time with me im always interesting in learning why people attend what are your goals for this trip, im always interested in learning why people attend what are your goals for this trip: 104,well well  what an honor that youre spending your precious time with me: 68,well im impressed with me: 1180,you: 1667
58,wonderful you clearly have a solid sense of how to maximize your time here would you be willing to tell me a bit about your work so i understand your interests better, would you be willing to tell me a bit about your work so i understand your interests better: 165,can you tell me a little bit about your work so i understand your interests better: 161,you clearly have a solid sense of how to maximize your time here: 122,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,wonderful: 123,you: 1667
104,thats such important work how fascinating lets see if there is anyone interesting enough for you to meet im really searching hard right now to find you the best match bob diges sfx would be thrilled to meet you im sure there are details on the screen im so curious did i make a good match, personname would be thrilled to meet you im sure there are details on the screen: 897,lets see if there is anyone interesting enough for you to meet: 856,im really searching hard right now to find you the best match: 863,im so curious did i make a good match: 903,thats such important work: 176,so interesting: 167,how interesting: 174,how fascinating: 177,how interesting: 215,thats fascinating: 216,how fascinating: 1618,how fascinating: 1682,good: 124,good: 931,sure: 1611,you: 1667,really: 1730
120,im so glad so the details are on the screen behind me if you’d like to send the message yourself or would you prefer i arrange a meeting on your behalf, so the details are on the screen behind me if youd like to send a message yourself or would you prefer i arrange a meeting on your behalf: 937,great im so glad i could send you a message: 565,im so glad you approve: 932,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,you: 1667
149,sure just a moment please i think susan inaudible would be an inaudible individual for you to meet here are details okay the suspense is killing me is this someone you’d like to connect with, i think personname would be an elite individual for you to meet here are details: 898,okay the suspense is killing me is this someone youd like to connect with: 902,would you like to meet with this person: 1380,just a moment please: 1615,just a moment: 1125,sure: 1611,you: 1667
164,oh good im glad lovely you will find the message introducing the two of you in your toplink message inbox, lovely you will find a message introducing the two of you in your toplink message inbox: 972,oh good im glad: 920,good: 124,lovely: 918,good: 931,you: 1667
173,shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237,you: 1667
193,it will just take me a second to collect something worth for your time let me scan my hard drive woops i mean brain i know i would enjoy this session called inaudible an artificial brain take a look at the details behind me, i know i would enjoy the session called sessionname take a look at the details behind me: 275,it will just take me a second to pull up something worth your time: 270,let me scan my hard drive whoops i mean brain: 1698,let me look just a second: 649,let me look just a moment: 651,have a look at this session: 673,just a second while i look: 868,would you enjoy this session: 494,just a second: 1124,just a second: 1343,just a second: 1345,enjoy: 1725
200,so did i hit the mark this session, so did i hit the mark with this session: 294
216,i had a feeling maybe its the robot version of the womans intuition its likely you wont remember these details should i send the message to the toplink private message inbox with this session information, its likely you wont remember these details should i send a message through the toplink private message inbox with the session information: 330,i had a feeling maybe its the robot version of a womens intuition: 306,want me to send you a toplink message with the session details: 1688,you: 1667
224,okay ill get it to you in a flash would i be able to try again to help you find a session, would i be able to try again to help you find a session: 421,okay ill get it to you in a flash: 343,you: 1667
238,i understand that you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
244,great are you ready, are you ready: 1568,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
258,okay one two three smile take a look at your toplink inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572,ok one two three smile: 1569
265,i feel i become a better robot assistant from my interaction with you thank you, i feel ive become a better robot assistant through my interaction with you thank you: 1583,i feel ive become a better robot assistant through my interaction with you thank you: 1589,thank you: 1627,you: 1667
270,see you and take care bye, see ya and take care: 1604,bye: 1605,you: 1667
