2,they call me sara whats your name, they call me sara whats your name: 3
7,its a pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,you: 1667
33,truthfully i am a bit tired even robots get jet lag well let me introduce myself ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests all you need to do is tell me a little bit about yourself and what you want to do on here sound good, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,truthfully im a bit tired even robots get jet lag : 1669,well let me introduce myself: 1670,well what do you think: 901,well what do you think: 905,sound good: 1674,good: 124,good: 931,you: 1667
41,okay lets do this first things first tell me more about yourself what are your interests, first things first tell me more about yourself what are your interests: 1677
61,excellent goals, excellent goals: 113,excellent: 928
67,so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,can you tell me about your job: 164,you: 1667
84,how fascinating that’s such important work, how fascinating: 177,how fascinating: 1618,how fascinating: 1682
90,lets find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,lets find some interesting sessions for you to attend that are relevant to your interests: 239,you: 1667
107,don’t go anywhere just yet let me have a look i think youd enjoy meeting this attendee on the screen are some more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this person on the screen are details: 881,dont go anywhere just yet let me have a look: 859,do you think youd enjoy meeting this guest: 1173,i think you would enjoy meeting this attendee: 1355,let me look just a second: 649,let me look just a moment: 651,well what do you think: 901,well what do you think: 905,what more can i do: 315,have i impressed you yet: 722,so what do you think: 1375,do you have a minute: 1695,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667,enjoy: 1725
126,great so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
138,inaudible everything if i were you id take a photo of the screen so you can send a message through toplink later, you: 1667
144,let me know whenever youre all set, let me know whenever youre all set: 1007
153,great may i continue in finding people that match your interests, might i continue in finding people who match your interests: 1046,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613
164,i understand you are busy so i can let you go if you want but before you do wantt you need to take a quick selfie of us, i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
169,great are you ready, are you ready: 1568,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
189,okay one two three smile this is so millennial of us thank you i will send this inaudible all right this seems like a start is there anything else i can help you with, alright this seems like a start is there anything else i can help you with: 1573,ok one two three smile: 1569,thank you: 1627,you: 1667
196,great see yah and take care bye, see ya and take care: 1604,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,bye: 1605,great: 1613
