6,hi im so glad youre here im sara whats your name, hi im so glad youre here im sara whats your name: 2,hi im sara whats your name: 0,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,im sara: 1
15,i’m very excited to speak with a davos participant how are you so, you: 1667
27,im in davos to access attendees but to be honest i am a little anxious about it its my first time here what about you, im in davos to assist attendees but to be honest im a little anxious about it: 23,its my first time here what about you: 45,to be honest im a little overwhelmed : 1668,you: 1667
42,i found that its a lot to take in i hope that it isnt overwhelming you if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,ive found its a lot to take in i hope that it isnt overwhelming you: 56,would this help you achieve your goals: 709,mind if i try it again: 832,mind if i try it again: 982,mind if i try it again: 1088,mind if i try it again: 1269,mind if i try again: 401,you: 1667
52,so what can i help you with what are your goals in being at davos, so what can i help you with what are your goals in being at davos: 105,you: 1667
66,oh yes that makes sense so you know about my job can you tell me a little about your work, so you know about my job can you tell me a little bit about your work: 162,can you tell me about your job: 164,oh yes that makes sense: 114,that makes sense: 1312,yes: 1612,you: 1667
88,i’d like to do something like that let’s start by finding some interesting people for you to meet that are relevant to your interests, may i start by finding some interesting people for you to meet who are relevant to your interests: 849,lets start by finding some interesting people for you to meet that are relevant to your interests: 841,lets find some interesting people for you to meet that are relevant to your interests: 839,you: 1667
95,this is my favorite part let me look this up one minute, this is my favorite part let me look this up one minute: 861
101,i think you would enjoy meeting with this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this person on the screen are details: 881,i think you would enjoy meeting this attendee: 1355,i think you would enjoy meeting personname: 1356,would you enjoy this session: 494,you: 1667,enjoy: 1725
120,lovely details are on the screen behind me i know sometimes i get nervous sending personal messages if youd like i can send a toplink message introducing you two would you like me to send a message, wouldnt you like to know: 1719,lovely: 918,you: 1667
138,i understand that you are busy so i can let you go if you want but before i do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
142,are you ready, are you ready: 1568,you: 1667
157,okay one two three smile take a look at your toplink inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572,ok one two three smile: 1569
166,feel free to come back in the mean time enjoy the meeting and it was nice working with you bye, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592,bye: 1605,you: 1667,enjoy: 1725
