3,they call me sara whats your name, they call me sara whats your name: 3
11,im so glad to have the opportunity to meet you in person hows it going, im so glad to have the opportunity to meet you in person: 19,im so glad you approve: 932,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,hows it going: 1665,you: 1667
18,truthfully im a bit tired even robots get jetlag, truthfully im a bit tired even robots get jet lag : 1669
23,so is this your first time at davos or have you been before, so is this your first time at davos or have you been before: 43,is this your first time attending davos or have you been before: 48,you: 1667
29,you know your way around then, you know your way around then: 64,you: 1667
33,great, great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613
42,ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on your interests, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672
47,all you need you do is tell me a little bit about yourself and what you want to do on here, you: 1667
59,brilliant now you tell me more about yourself, might you tell me more about yourself: 156,might you tell me more about yourself: 192,brilliant: 505,brilliant: 1616,you: 1667
70,first things first tell me more about yourself what are your interests what sort of work do you do, first things first tell me more about yourself what are your interests: 1677,might you tell me more about yourself: 156,might you tell me more about yourself: 192,what sort of work do you do: 1678,you: 1667
84,i would love to do something like that that is if i had a body, i would love to do something like that that is if i had a body: 1681,id love to do something like that: 169,id love to do something like that: 212
91,shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237,you: 1667
106,please wait a moment while i look some up you may find this session interesting ive put the description of the session on the screen behind me, you may find this session interesting ive put the description of the session on the screen behind me: 273,just hold on a moment while i look this up: 1560,just hold on a moment while i look this up: 1561,please wait a moment while i look some up: 256,you may find this session interesting take a look: 470,one moment while i look this up: 1119,one moment while i look this up: 1338,you may find this session interesting: 672,you: 1667
110,did i make a good selection this time, did i make a good selection this time: 295,good: 124,good: 931
117,you dont sound so sure, you dont sound so sure: 1707,sure: 1611,you: 1667
126,im sorry i didnt do a good job i hope you will give me a chance to redeem myself, im sorry i didnt do a good job i hope youll give me a chance to redeem myself: 397,im sorry: 586,im sorry: 791,im sorry: 1258,good: 124,good: 931,you: 1667
154,i seem to remember one let me look it up just a moment please you may find this session interesting take a look, i seem to remember one just a moment while i look it up: 452,i seem to remember one let me look it up: 451,you may find this session interesting take a look: 470,please allow me a moment to look: 874,one moment while i look this up: 1119,one moment while i look this up: 1338,let me look just a moment: 651,you may find this session interesting: 672,let me look just a second: 649,this will take just one moment: 871,i just need one moment: 1122,i just need one moment: 1341,just a moment please: 1615,just a moment: 1125,you: 1667
161,does this look like a session you would like to attend, does this look like a session youd like to attend: 288,does this look like a session youd like to attend: 486,does this look like a session youd like to attend: 690,does this look like a session youd like to attend: 814,would you enjoy a session like this: 479,would you like to try this session: 498,would you enjoy this session: 494,you: 1667
173,sorry about that so shall we find another session for you to attend, so shall we find another session for you to attend: 405,so shall we find another session for you to attend: 606,sorry about that: 585,sorry about that: 1016,sorry about that: 1606,you: 1667
182,you may find this session interesting take i think its your number one let me look it up, you may find this session interesting take a look: 470,you may find this session interesting: 672,you: 1667
188,does this like a session you would like to attend, would you enjoy a session like this: 479,would you like to try this session: 498,would you enjoy this session: 494,you: 1667
201,what do you say would you enjoy this session, would you enjoy this session: 494,what do you say: 1708,you: 1667,enjoy: 1725
218,im so glad i can be so forgetful myself would it be helpful if i send a message of this information, i can be so forgetful myself would it be helpful if i send a message with this information: 530,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389
232,have a look at my message in your top link private message inbox shall we move on to finding some people you want to meet who as interesting as you, have a look at my message in your toplink private message inbox: 547,you: 1667
255,dont go anywhere just yet let me have a look ah i think you would enjoy meeting this attendee on the screen are some more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this person on the screen are details: 881,dont go anywhere just yet let me have a look: 859,i think you would enjoy meeting this attendee: 1355,i think you would enjoy meeting personname: 1356,let me look just a second: 649,let me look just a moment: 651,well what do you think: 901,well what do you think: 905,what more can i do: 315,would you enjoy this session: 494,have i impressed you yet: 722,so what do you think: 1375,do you have a minute: 1695,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667,enjoy: 1725
265,im sorry i didnt do a good job would it be all right with you if i try again, im sorry i didnt do a good job would it be all right with you if i try again: 826,im sorry i didnt do a good job would it be all right with you if i try again: 975,im sorry i didnt do a good job would it be all right with you if i try again: 1263,mind if i try it again: 832,mind if i try it again: 982,mind if i try it again: 1088,mind if i try it again: 1269,mind if i try again: 401,sorry if i confused you: 1652,im sorry: 586,im sorry: 791,im sorry: 1258,good: 124,good: 931,you: 1667
284,sure just a moment please i think you would enjoy meeting this attendee on the screen are some more details how about this, i think you would enjoy meeting this attendee on the screen are some more details: 879,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this person on the screen are details: 881,i think you would enjoy meeting this attendee: 1355,i think you would enjoy meeting personname: 1356,would you enjoy this session: 494,just a moment please: 1615,just a moment: 1125,how about this: 1712,sure: 1611,you: 1667,enjoy: 1725
298,no pressure now what about parties, now what about parties : 238,no pressure: 1693
313,well keep it on the down low however i did hear that theres a rational house between sections starting at seven pm today at the inaudible gallery at seventytwo promenade, well keep it on the down low however i did hear that theres a russia house reception starting at seven pm today at the iris wazzau galery at seventytwo promenade: 1717
316,did that sounds like fun, does that sound like fun: 1549
325,sure great what can i do to make your davos experience even more enjoyable, wonderful what could i do to make your davos experience even more enjoyable: 1217,what could i do to make your davos experience even more enjoyable: 1713,what more can i do: 315,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,sure: 1611,great: 1613
