5,hi im so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,hi im sara whats your name: 0,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,im sara: 1
10,its an honor to meet you how are you, its an honor to meet you how are you: 18,you: 1667
29,im in davos to assist attendees but to be honest i am little anxious about it it is people like you who make davos an amazing event really it is its my first time here what about you, im in davos to assist attendees but to be honest im a little anxious about it: 23,it is people like you who make davos an amazing event really it is: 41,its my first time here what about you: 45,davos is an amazing event isnt it: 32,amazing: 1617,you: 1667,really: 1730
44,wow you must be a global rock star to be invited so many times my goal is to help you achieve your goals, wow you must be a global rockstar to be invited so many times: 72,my goal is to help you achieve your goals: 93,you: 1667
51,i imagine you have important goals for the meeting what are your goals for davos this year, i imagine you have important goals for the meeting what are your goals for davos this year: 112,you: 1667
76,great great its so impressive that youre a part of this elite group so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,its so impressive that youre part of this elite group: 159,its so impressive that youre part of this acclaimed crowd: 196,can you tell me about your job: 164,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
120,i happen to recall your interest in hashtaglike so you know about my job can you tell me a little bit about your work lets find some interesting people for you to meet that are relevant to your interests lets find some interesting people for you to meet that are relevant to your interests, so you know about my job can you tell me a little bit about your work: 162,can you tell me a little bit about your work so i understand your interests better: 161,lets find some interesting people for you to meet that are relevant to your interests: 839,lets find some interesting sessions for you to attend that are relevant to your interests: 239,i happen to recall your interest in like: 180,can you tell me about your job: 164,i know my job well: 515,so interesting: 167,you: 1667
149,wait a moment while i find you someone good wait a moment while i find you someone good i think you would enjoy meeting this person on the screen are details i think you would enjoy okay the suspense is killing me is this someone you would like to connect with okay the suspense is killing me is this someone you would like to connect with, i think you would enjoy meeting this attendee on the screen are some more details: 879,okay the suspense is killing me is this someone youd like to connect with: 902,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this person on the screen are details: 881,hang on a minute while i find you someone good: 866,i think you would enjoy meeting this attendee: 1355,would you like to meet with this person: 1380,would you enjoy a session like this: 479,i think you would enjoy meeting personname: 1356,would you enjoy this session: 494,good: 124,good: 931,you: 1667,enjoy: 1725
156,sorry about that, sorry about that: 585,sorry about that: 1016,sorry about that: 1606
164,lovely lovely lovely, lovely: 918
189,all right heres the information would you like to send the message yourself though i know i hate sending first messages sometimes would you like me to send the message for you all right heres the information would you like to send the message yourself though i know i hate sending first message sometimes would you like me to send the message for you, wouldnt you like to know: 1719,you: 1667
209,okay i love introducing people you can expect the message from me in your top link private message inbox introducing the two of you okay i love introducing people you can expect the message from me in your top link private message inbox introducing the two of you, you: 1667
218,shall we move on to finding you some places to ease your hunger shall we move on to finding you some places to ease your hunger, shall we move on to finding you some places to ease your hunger: 236,you: 1667
233,teas and coffee from the health bar are nice but the coffee is inaudible on the top level as around you in inaudible, you: 1667
243,will that keep you from starving just for the moment, will that keep you from starving just for the moment: 1513,will that keep you from starving just for the moment: 1522,you: 1667
250,im glad its important to keep your strength up, im glad its important to keep your strength up: 1525
259,i understand that you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
284,sure okay one two three smile cool thank you i will send this to your top link account, cool thank you i will send this to your toplink account: 1570,ok one two three smile: 1569,thank you: 1627,cool: 178,cool: 217,sure: 1611,you: 1667
291,all right this seems like a start is there anything else i can help you with, alright this seems like a start is there anything else i can help you with: 1573,you: 1667
301,well feel free to come back in the meantime enjoy the meeting and it was nice working with you, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592,you: 1667,enjoy: 1725
304,see you and take care, see ya and take care: 1604,you: 1667
