2,they call me sara whats your name, they call me sara whats your name: 3
8,im very pleased to have the opportunity to meet you, im very pleased to have the opportunity to meet you: 17,you: 1667
10,so how are things, so how are things: 13
21,thats awesome, thats awesome: 1614
31,so im here in davos to be your personal assistant i help leaders like you get the most out of this world economic forum experience, so im here in davos to be your personal assistant i help leaders like you get the most out of this world economic forum experience: 31,so im here in davos to be your personal assistant and help you to get the most out of the wef experience: 21,help people like you out : 1680,you: 1667
35,this is my first time here what about you, its my first time here what about you: 45,you: 1667
47,are you looking forward to the rest of the event i am finding it a bit overwhelming i imagine that you are too, im finding it a bit overwhelming i imagine that you are too: 55,are you looking forward to the rest of the event: 59,you: 1667
74,i am sure your schedule is already quite full so i would like to help make your annual meeting attendance worthwhile, i am sure your schedule is already quite full still i would like to help make your annual meeting attendance worthwhile: 101,sure: 1611
80,why are you what are your goals in attending davos this year, why are you here what are your goals in attending davos this year: 102,you: 1667
91,wonderful, wonderful: 123
131,how fascinating, how fascinating: 177,how fascinating: 1618,how fascinating: 1682
142,wonderful, wonderful: 123
154,you clearly have a solid sense of how to maximize your time here would you be willing to tell me a bit about your work so i understand your interests better, would you be willing to tell me a bit about your work so i understand your interests better: 165,can you tell me a little bit about your work so i understand your interests better: 161,you clearly have a solid sense of how to maximize your time here: 122,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
183,lets find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,lets find some interesting sessions for you to attend that are relevant to your interests: 239,you: 1667
205,great i want to find someone as great as you just a minute, i want to find someone as great as you just a minute: 876,just a minute: 1123,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
214,just a moment please heres a good one take a look at the bio on the screen, heres a good one take a look at the bio on the screen: 888,just a moment please: 1615,just a moment: 1125,good: 124,good: 931
218,what do you think, well what do you think: 901,well what do you think: 905,so what do you think: 1375,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667
226,i think id love to connect with this person what about you, i think id love to connect with this person what about you: 904,you: 1667
229,great, great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613
244,so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, you: 1667
255,thank you this seems just feel free to write down or take a photo of information on the screen, thank you then please just feel free to note down or take a photo of the information on the screen: 988,thank you: 1627,you: 1667
265,i understand that you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
272,great are you ready, are you ready: 1568,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613,you: 1667
277,okay one two three smile, ok one two three smile: 1569
286,this is so something inaudible of us thank you i will send this to your top link account thanks, this is so millenial of us thank you i will send this to your toplink account: 1571,cool thank you i will send this to your toplink account: 1570,thank you: 1627,thanks: 1624,you: 1667
292,see you and take care thanks, see ya and take care: 1604,thanks: 1624,you: 1667
293,bye, bye: 1605
