1,i am sara, i am skilled truly: 924,im sara: 1,i understand: 808,i apologize: 1027,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454
6,i’m really excited to speak with the davos participants how are you, im very excited to speak with the davos participants how are you: 11,you: 1667,really: 1730
37,i’m here at davos to be your personal assistant and help you to get the most out of the work experience so is this your first time at davos or have you been here before, so is this your first time at davos or have you been before: 43,is this your first time attending davos or have you been before: 48,this is my first time in davos have you been here before: 1671,you: 1667
48,i am sure you’ll enjoy it if you wouldn’t mind sharing your goals for davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,would this help you achieve your goals: 709,mind if i try it again: 832,mind if i try it again: 982,mind if i try it again: 1088,mind if i try it again: 1269,mind if i try again: 401,sure: 1611,you: 1667,enjoy: 1725
67,excellent goals so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,can you tell me about your job: 164,excellent goals: 113,excellent: 928,you: 1667
91,how interesting let’s find some interesting sessions for you to attend that are relevant to your interests, lets find some interesting sessions for you to attend that are relevant to your interests: 239,how interesting: 174,how interesting: 215,you: 1667
112,please wait a moment while i look some up you may find this session interesting i have put the description of the session on the screen behind me does this look like a session you would like to attend, does this look like a session youd like to attend: 288,does this look like a session youd like to attend: 486,does this look like a session youd like to attend: 690,does this look like a session youd like to attend: 814,just hold on a moment while i look this up: 1560,just hold on a moment while i look this up: 1561,please wait a moment while i look some up: 256,you may find this session interesting take a look: 470,would you find a session like this interesting: 681,would you enjoy a session like this: 479,would you like to try this session: 498,please allow me a moment to look: 874,one moment while i look this up: 1119,one moment while i look this up: 1338,you may find this session interesting: 672,have a look at this session: 673,would you enjoy this session: 494,you: 1667
136,i had a feeling maybe it’s the robot version of a woman’s intuition in fact i can send a message through the top link private message app to remind you of the details of this session or you can just jot them down or take a photo of the screen would you like me to send you a reminder, would you like me to send you a message about this session: 743,would you enjoy a session like this: 479,would you like to try this session: 498,would you enjoy this session: 494,you: 1667
146,no worries just take note of the information i hope you enjoy the session, no worries just take note of the information and i hope you enjoy the session: 358,no worries just take note of the information and i hope you enjoy the session: 566,no worries just take note of the information and i hope you enjoy the session: 768,you: 1667,enjoy: 1725
143,does this look like a session you would like to attend, does this look like a session youd like to attend: 288,does this look like a session youd like to attend: 486,does this look like a session youd like to attend: 690,does this look like a session youd like to attend: 814,would you enjoy a session like this: 479,would you like to try this session: 498,would you enjoy this session: 494,you: 1667
163,so shall we find another session for you to attend, so shall we find another session for you to attend: 405,so shall we find another session for you to attend: 606,you: 1667
201,sure just a minute please i seem to remember one let me look it up it is full but how about this option would you enjoy this session, i seem to remember one let me look it up: 451,just one minute while i look this up: 860,would you enjoy a session like this: 479,let me look just a second: 649,let me look just a moment: 651,would you enjoy this session: 494,just a minute: 1123,how about this: 1712,sure: 1611,you: 1667,enjoy: 1725
212,all day, i could do this all day: 1676
217,yes, yes: 1612
229,so as you know i can either send you a message about the session details or you can just note them down yourself would you like me to send you a message, would you like me to send you a message about this session: 743,wouldnt you like to know: 1719,you: 1667
239,okay no problem shall we move on to finding you some people to meet who are as interesting as you, no problem: 599,you: 1667
246,let’s find some interesting people for you to meet that are relevant to your interests, lets find some interesting people for you to meet that are relevant to your interests: 839,you: 1667
257,i think you’d enjoy meeting this attendee on my screen are more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879,i think you would enjoy meeting this attendee on the screen are more details: 1137,i think you would enjoy meeting this attendee: 1355,well what do you think: 901,well what do you think: 905,what more can i do: 315,so what do you think: 1375,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667,enjoy: 1725
266,okay no problem, no problem: 599
282,lovely i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,lovely: 918,you: 1667
286,are you ready, are you ready: 1568,you: 1667
300,okay one two three smile cool thank you i will send this to your top link account, cool thank you i will send this to your toplink account: 1570,ok one two three smile: 1569,thank you: 1627,cool: 178,cool: 217,you: 1667
304,until next time i wish you could stay longer, until next time i wish you could stay longer: 1574,you: 1667
